Algorithm,Size,Time
BubbleSortR,10000,0.231916
BubbleSortR,10000,0.232385
BubbleSortR,10000,0.232492
BubbleSortR,10000,0.242628
BubbleSortR,10000,0.234802
BubbleSortR,10000,0.232100
BubbleSortR,10000,0.233091
BubbleSortR,10000,0.233371
BubbleSortR,10000,0.233292
BubbleSortR,10000,0.232844
BubbleSortR,10000,0.234255
BubbleSortR,10000,0.232885
BubbleSortR,10000,0.231817
BubbleSortR,10000,0.232679
BubbleSortR,10000,0.232707
BubbleSortR,10000,0.232174
BubbleSortR,100000,26.806456
BubbleSortR,100000,26.875247
BubbleSortR,100000,26.852491
BubbleSortR,100000,26.971150
BubbleSortR,100000,27.000535
BubbleSortR,100000,26.867788
BubbleSortR,100000,26.808865
BubbleSortR,100000,26.924990
BubbleSortR,100000,26.839676
BubbleSortR,100000,26.858273
BubbleSortR,100000,26.962840
BubbleSortR,100000,26.932482
BubbleSortR,100000,26.782254
BubbleSortR,100000,26.773250
BubbleSortR,100000,26.786585
BubbleSortR,100000,26.780836
BubbleSortR,100000,26.731805
BubbleSortR,100000,26.873347
BubbleSortR,100000,27.622588
BubbleSortR,100000,28.914836
BubbleSortR,100000,27.868287
BubbleSortR,100000,27.280615
BubbleSortR,100000,26.837975
BubbleSortR,100000,26.817123
BubbleSortR,100000,26.789754
BubbleSortR,100000,26.789572
BubbleSortR,100000,26.771289
BubbleSortR,100000,26.766187
BubbleSortR,100000,26.836230
BubbleSortR,100000,26.757532
